iter	Accuracy	Logloss
449	0.971334485	0.1131039734
450	0.971280501	0.1130717445
451	0.971280501	0.1130546602
452	0.971280501	0.1130447575
453	0.971280501	0.1129858849
454	0.971280501	0.1129455268
455	0.971280501	0.1129007845
456	0.971334485	0.1128762632
457	0.971388469	0.1128065493
458	0.971334485	0.1128010063
459	0.971388469	0.1127569143
460	0.971388469	0.1127308737
461	0.971388469	0.1127163801
462	0.971388469	0.1126838503
463	0.971388469	0.1126548216
464	0.971388469	0.1126149452
465	0.971442453	0.1126026209
466	0.971442453	0.112545013
467	0.971442453	0.1125034882
468	0.971442453	0.1124505863
469	0.971442453	0.1124315693
470	0.971442453	0.11240349
471	0.971442453	0.1123902658
472	0.971442453	0.1123548537
473	0.971442453	0.112313419
474	0.971442453	0.1122738517
475	0.9714964371	0.1122448291
476	0.9714964371	0.1122063397
477	0.9714964371	0.1121762174
478	0.9714964371	0.1121523353
479	0.9714964371	0.1121176632
480	0.9715504211	0.1120882011
481	0.9715504211	0.1120523444
482	0.9715504211	0.111995278
483	0.9715504211	0.1119544368
484	0.9715504211	0.1119133792
485	0.9714964371	0.1118651192
486	0.9715504211	0.1118334236
487	0.9715504211	0.1117843993
488	0.9715504211	0.1117301512
489	0.9715504211	0.1117060078
490	0.9715504211	0.111693938
491	0.9715504211	0.1116560237
492	0.9715504211	0.1116486187
493	0.9715504211	0.1116120325
494	0.9715504211	0.1115815937
495	0.9715504211	0.1115400406
496	0.9715504211	0.1114891632
497	0.9715504211	0.1114376779
498	0.9715504211	0.1114044384
499	0.9715504211	0.1113719338
500	0.9715504211	0.1113446153
501	0.9715504211	0.1112993433
502	0.9715504211	0.1112691916
503	0.9715504211	0.1112299161
504	0.9715504211	0.111205635
505	0.9715504211	0.1111576
506	0.9714964371	0.1110799295
507	0.9714964371	0.1110093786
508	0.9714964371	0.1109874699
509	0.9714964371	0.1109743748
510	0.9714964371	0.1109459203
511	0.9714964371	0.1109207306
512	0.9714964371	0.1109046532
513	0.9714964371	0.1108918223
514	0.9714964371	0.11085311
515	0.9714964371	0.1108063516
516	0.9715504211	0.1107692153
517	0.9715504211	0.1107506511
518	0.9715504211	0.1107300417
519	0.9715504211	0.1107093242
520	0.9715504211	0.1106823772
521	0.9715504211	0.1106617566
522	0.9715504211	0.1106272797
523	0.9715504211	0.1105477358
524	0.9715504211	0.1105413413
525	0.9715504211	0.1104894172
526	0.9715504211	0.1104548691
527	0.9715504211	0.1104056599
528	0.9715504211	0.1103670944
529	0.9715504211	0.1103188044
